AVG Vine Star_Rating,AVG Non-Vine Star Rating: ,Pearson Corr,Kendall Corr,Spearmen Corr,Biserial Corr,P-value
4.207918499652697,4.246488888888889,-0.008643142259139305,-0.04800537982534236,-0.051109751570837025,-0.008643142259138143,0.03340847837211446
Product ID,Avg Vine SR,Avg NonVine SR
006145205X,4.233333333333333,4.209876543209877
0061730327,4.566666666666666,4.714285714285714
0061766089,3.793103448275862,3.764705882352941
0061784788,4.233333333333333,4.0
0061922315,4.52,4.660377358490566
0061950726,4.454545454545454,4.531558185404339
0061969656,4.133333333333334,4.253521126760563
0062060554,4.1,3.746606334841629
0062107313,3.782608695652174,3.4838709677419355
0062124293,4.260869565217392,3.825641025641026
0062183591,4.344827586206897,4.371134020618556
0062190377,4.206896551724138,3.6150943396226416
0062197258,4.333333333333333,4.266666666666667
0062273205,3.933333333333333,4.52755905511811
0062306812,3.5833333333333335,3.5454545454545454
0062310631,3.8,4.287128712871287
0062365584,4.166666666666667,3.890625
015206396X,4.266666666666667,4.302631578947368
0224087444,5.0,4.571428571428571
0240810961,4.666666666666667,4.785714285714286
0240815807,4.846153846153846,4.704980842911877
0240816250,4.722222222222222,4.684210526315789
0307269752,3.8666666666666667,3.968215158924205
0307269981,4.333333333333333,4.317647058823529
030726999X,4.3,4.435559736594544
030727103X,3.8823529411764706,3.6442953020134228
0307271080,4.310344827586207,4.5
0307271609,4.625,4.21875
0307271862,3.8333333333333335,2.712871287128713
0307272702,4.266666666666667,4.528455284552845
0307341569,3.9,4.321100917431193
0307352145,4.4,4.446700507614213
0307474712,3.769230769230769,3.639423076923077
030758836X,4.482758620689655,3.5231307826956737
0307592731,4.428571428571429,4.003658536585366
0307592839,3.8666666666666667,3.5824175824175826
0307593495,4.2,3.6666666666666665
0307595862,4.4,3.9166666666666665
0307716511,3.533333333333333,4.0
0307716546,4.3,4.351351351351352
0307719219,4.066666666666666,4.0813953488372094
030788743X,4.5,4.475298126064736
0307887898,4.4,4.402531645569621
0307887960,3.1,4.163430420711974
0307888908,4.033333333333333,4.33587786259542
0307951529,4.3,4.56437125748503
0307956350,4.066666666666666,3.3410852713178296
0307957934,3.3793103448275863,2.9206349206349205
0307960471,4.0,3.9324324324324325
0312370849,4.068965517241379,4.18107476635514
0312539517,4.0,4.333333333333333
0312641893,4.318181818181818,4.541353383458647
0316098337,4.6923076923076925,4.198275862068965
031623480X,4.62962962962963,4.5625
0345522478,4.379310344827586,4.263736263736264
034552554X,4.4,4.596153846153846
0345544927,4.72,4.159509202453988
034580709X,3.7333333333333334,3.653631284916201
0374104093,3.5454545454545454,3.869565217391304
0374214913,4.125,4.056537102473499
0375869026,4.733333333333333,4.815059445178336
0385340990,4.3,4.561594202898551
0385342047,3.4444444444444446,3.292682926829268
0385342063,4.266666666666667,4.4094827586206895
0385344228,4.633333333333334,4.050872093023256
0385349831,3.5357142857142856,4.338235294117647
0385349947,4.266666666666667,4.311129163281884
0385352107,4.388888888888889,4.243362831858407
0385352859,4.714285714285714,3.993333333333333
0385353308,4.5,4.0365448504983386
0385523904,4.764705882352941,4.849462365591398
0385528787,4.5,4.185185185185185
038553082X,4.466666666666667,4.341968911917099
0385534639,4.0,4.0928571428571425
0385536828,3.9,3.5829145728643215
038553826X,4.066666666666666,4.276595744680851
0385539703,4.366666666666666,3.9808917197452227
0385737424,4.714285714285714,4.621621621621622
0385737947,3.9,4.254716981132075
038574126X,4.166666666666667,3.9158878504672896
0385743564,4.241379310344827,4.455497382198953
0399159029,4.5,4.225
0399159347,4.541666666666667,4.211302211302211
0399162097,4.541666666666667,3.956896551724138
0399165274,3.68,4.013888888888889
0399167064,4.7272727272727275,4.496047430830039
0439023483,4.233333333333333,4.5590443686006825
0439023491,4.533333333333333,4.524137931034483
0446563048,4.115384615384615,4.585585585585585
0525478183,4.233333333333333,4.484126984126984
0525951113,4.1,4.115942028985507
0525951652,4.318181818181818,3.7246835443037973
0544348257,4.285714285714286,4.290322580645161
0545123267,3.8666666666666667,4.205607476635514
0545259088,3.466666666666667,3.994413407821229
0547564651,4.421052631578948,4.333333333333333
0547569653,4.363636363636363,4.593406593406593
0553805371,4.066666666666666,3.63431151241535
0553807919,4.4,4.647058823529412
0670026557,4.476190476190476,4.47887323943662
0740785508,4.866666666666666,4.741935483870968
0765316994,4.24,3.66120218579235
0765377063,4.230769230769231,4.520958083832335
0767919408,4.6,4.685714285714286
0804136637,4.566666666666666,4.636986301369863
0804137382,4.083333333333333,4.547085201793722
0804139024,4.125,4.576704545454546
0804178747,4.1,3.9393939393939394
